acquisition,incident_beam_intensity,transmitted_beam_intensity,ring_current,start_time,end_time
B0147_S3_7_300C10p_att00_Rq0_00515,654146.0,218880.0,96.85292053222656,2022-03-06 22:52:03,2022-03-06 22:52:05
B0147_S3_7_300C10p_att00_Rq0_00516,656223.0,219544.0,96.8484878540039,2022-03-06 22:52:14,2022-03-06 22:52:16
B0147_S3_7_300C10p_att00_Rq0_00517,656800.0,219646.0,96.84400177001953,2022-03-06 22:52:20,2022-03-06 22:52:22
B0147_S3_7_300C10p_att00_Rq0_00518,657063.0,219674.0,96.84278106689453,2022-03-06 22:52:25,2022-03-06 22:52:28
B0147_S3_7_300C10p_att00_Rq0_00519,648067.0,216664.0,96.8387680053711,2022-03-06 22:52:31,2022-03-06 22:52:34
B0147_S3_7_300C10p_att00_Rq0_00520,654935.0,218928.0,96.83610534667969,2022-03-06 22:52:37,2022-03-06 22:52:39
B0147_S3_7_300C10p_att00_Rq0_00521,654477.0,218771.0,96.83417510986328,2022-03-06 22:52:43,2022-03-06 22:52:45
B0147_S3_7_300C10p_att00_Rq0_00522,647213.0,218319.0,96.82887268066406,2022-03-06 22:52:52,2022-03-06 22:52:54
B0147_S3_7_300C10p_att00_Rq0_00523,655404.0,220927.0,96.82624816894531,2022-03-06 22:52:58,2022-03-06 22:53:00
B0147_S3_7_300C10p_att00_Rq0_00524,654821.0,220608.0,96.82369995117188,2022-03-06 22:53:04,2022-03-06 22:53:06
B0147_S3_7_300C10p_att00_Rq0_00525,654387.0,220303.0,96.81881713867188,2022-03-06 22:53:15,2022-03-06 22:53:17
B0147_S3_7_300C10p_att00_Rq0_00526,654154.0,220093.0,96.8156967163086,2022-03-06 22:53:20,2022-03-06 22:53:23
B0147_S3_7_300C10p_att00_Rq0_00527,655302.0,220315.0,96.81319427490234,2022-03-06 22:53:26,2022-03-06 22:53:29
B0147_S3_7_300C10p_att00_Rq0_00528,647319.0,217484.0,96.809814453125,2022-03-06 22:53:32,2022-03-06 22:53:34
B0147_S3_7_300C10p_att00_Rq0_00529,655244.0,220023.0,96.80863952636719,2022-03-06 22:53:37,2022-03-06 22:53:40
B0147_S3_7_300C10p_att00_Rq0_00530,646855.0,217070.0,96.8049087524414,2022-03-06 22:53:43,2022-03-06 22:53:46
B0147_S3_7_300C10p_att00_Rq0_00531,646704.0,216873.0,96.80282592773438,2022-03-06 22:53:49,2022-03-06 22:53:51
B0147_S3_7_300C10p_att00_Rq0_00532,649394.0,217661.0,96.79817962646484,2022-03-06 22:53:57,2022-03-06 22:53:59
B0147_S3_7_300C10p_att00_Rq0_00533,646157.0,217674.0,96.79561614990234,2022-03-06 22:54:03,2022-03-06 22:54:05
B0147_S3_7_300C10p_att00_Rq0_00534,654787.0,219284.0,96.7905044555664,2022-03-06 22:54:11,2022-03-06 22:54:14
B0147_S3_7_300C10p_att00_Rq0_00535,653715.0,218841.0,96.78874969482422,2022-03-06 22:54:17,2022-03-06 22:54:20
B0147_S3_7_300C10p_att00_Rq0_00536,655429.0,219333.0,96.78446960449219,2022-03-06 22:54:23,2022-03-06 22:54:25
B0147_S3_7_300C10p_att00_Rq0_00537,651359.0,217915.0,96.78260803222656,2022-03-06 22:54:29,2022-03-06 22:54:31
B0147_S3_7_300C10p_att00_Rq0_00538,647030.0,216420.0,96.77950286865234,2022-03-06 22:54:34,2022-03-06 22:54:37
B0147_S3_7_300C10p_att00_Rq0_00539,647289.0,216465.0,96.7770767211914,2022-03-06 22:54:40,2022-03-06 22:54:42
B0147_S3_7_300C10p_att00_Rq0_00540,650298.0,217390.0,96.7750015258789,2022-03-06 22:54:46,2022-03-06 22:54:48
B0147_S3_7_300C10p_att00_Rq0_00541,648639.0,218088.0,96.77180480957031,2022-03-06 22:54:52,2022-03-06 22:54:54
B0147_S3_7_300C10p_att00_Rq0_00542,650151.0,219354.0,96.76769256591797,2022-03-06 22:55:01,2022-03-06 22:55:03
B0147_S3_7_300C10p_att00_Rq0_00543,645325.0,217597.0,96.76472473144531,2022-03-06 22:55:07,2022-03-06 22:55:09
B0147_S3_7_300C10p_att00_Rq0_00544,648350.0,219640.0,96.76173400878906,2022-03-06 22:55:12,2022-03-06 22:55:15
B0147_S3_7_300C10p_att00_Rq0_00545,653142.0,219943.0,96.75955200195312,2022-03-06 22:55:18,2022-03-06 22:55:20
B0147_S3_7_300C10p_att00_Rq0_00546,646564.0,217565.0,96.75687408447266,2022-03-06 22:55:24,2022-03-06 22:55:26
B0147_S3_7_300C10p_att00_Rq0_00547,655653.0,220501.0,96.75362396240234,2022-03-06 22:55:30,2022-03-06 22:55:33
B0147_S3_7_300C10p_att00_Rq0_00548,649360.0,219390.0,96.75117492675781,2022-03-06 22:55:36,2022-03-06 22:55:38
B0147_S3_7_300C10p_att00_Rq0_00549,643656.0,217365.0,96.74832153320312,2022-03-06 22:55:42,2022-03-06 22:55:44
B0147_S3_7_300C10p_att00_Rq0_00550,649685.0,219195.0,96.74446868896484,2022-03-06 22:55:47,2022-03-06 22:55:50
B0147_S3_7_300C10p_att00_Rq0_00551,652166.0,218771.0,96.74234008789062,2022-03-06 22:55:53,2022-03-06 22:55:56
B0147_S3_7_300C10p_att00_Rq0_00552,653441.0,219092.0,96.7396469116211,2022-03-06 22:55:59,2022-03-06 22:56:01
B0147_S3_7_300C10p_att00_Rq0_00553,653442.0,218980.0,96.73655700683594,2022-03-06 22:56:05,2022-03-06 22:56:07
B0147_S3_7_300C10p_att00_Rq0_00554,651481.0,218226.0,96.7320556640625,2022-03-06 22:56:12,2022-03-06 22:56:14
B0147_S3_7_300C10p_att00_Rq0_00555,723340.0,242221.0,96.73008728027344,2022-03-06 22:56:18,2022-03-06 22:56:20
B0147_S3_7_300C10p_att00_Rq0_00556,646921.0,217709.0,96.72625732421875,2022-03-06 22:56:24,2022-03-06 22:56:26
B0147_S3_7_300C10p_att00_Rq0_00557,644335.0,215637.0,96.72281646728516,2022-03-06 22:56:29,2022-03-06 22:56:32
B0147_S3_7_300C10p_att00_Rq0_00558,642053.0,215966.0,96.71954345703125,2022-03-06 22:56:38,2022-03-06 22:56:40
B0147_S3_7_300C10p_att00_Rq0_00559,644102.0,215478.0,96.71747589111328,2022-03-06 22:56:43,2022-03-06 22:56:46
B0147_S3_7_300C10p_att00_Rq0_00560,653976.0,218741.0,96.71407318115234,2022-03-06 22:56:49,2022-03-06 22:56:52
B0147_S3_7_300C10p_att00_Rq0_00561,646976.0,216392.0,96.71215057373047,2022-03-06 22:56:55,2022-03-06 22:56:57
B0147_S3_7_300C10p_att00_Rq0_00563,642725.0,217940.0,96.70443725585938,2022-03-06 22:57:10,2022-03-06 22:57:13
B0147_S3_7_300C10p_att00_Rq0_00564,648033.0,218420.0,96.7013168334961,2022-03-06 22:57:16,2022-03-06 22:57:18
B0147_S3_7_300C10p_att00_Rq0_00565,645654.0,218703.0,96.69879150390625,2022-03-06 22:57:22,2022-03-06 22:57:24
B0147_S3_7_300C10p_att00_Rq0_00566,654714.0,220381.0,96.69612884521484,2022-03-06 22:57:27,2022-03-06 22:57:30
B0147_S3_7_300C10p_att00_Rq0_00567,654610.0,220195.0,96.6937484741211,2022-03-06 22:57:33,2022-03-06 22:57:35
B0147_S3_7_300C10p_att00_Rq0_00568,645017.0,217980.0,96.6871109008789,2022-03-06 22:57:43,2022-03-06 22:57:45
B0147_S3_7_300C10p_att00_Rq0_00569,653864.0,219666.0,96.68622589111328,2022-03-06 22:57:48,2022-03-06 22:57:51
B0147_S3_7_300C10p_att00_Rq0_00570,677109.0,228482.0,96.68183898925781,2022-03-06 22:57:54,2022-03-06 22:57:57
B0147_S3_7_300C10p_att00_Rq0_00571,652784.0,219044.0,96.68019104003906,2022-03-06 22:58:00,2022-03-06 22:58:03
B0147_S3_7_300C10p_att00_Rq0_00572,647032.0,216997.0,96.67704772949219,2022-03-06 22:58:06,2022-03-06 22:58:09
B0147_S3_7_300C10p_att00_Rq0_00573,651756.0,218465.0,96.67153930664062,2022-03-06 22:58:20,2022-03-06 22:58:22
B0147_S3_7_300C10p_att00_Rq0_00574,646831.0,216745.0,96.66808319091797,2022-03-06 22:58:25,2022-03-06 22:58:28
B0147_S3_7_300C10p_att00_Rq0_00575,644869.0,217136.0,96.66650390625,2022-03-06 22:58:31,2022-03-06 22:58:34
B0147_S3_7_300C10p_att00_Rq0_00576,653718.0,218852.0,96.66259002685547,2022-03-06 22:58:37,2022-03-06 22:58:39
B0147_S3_7_300C10p_att00_Rq0_00577,654292.0,218984.0,96.66058349609375,2022-03-06 22:58:43,2022-03-06 22:58:45
B0147_S3_7_300C10p_att00_Rq0_00578,651113.0,217889.0,96.65824890136719,2022-03-06 22:58:48,2022-03-06 22:58:51
B0147_S3_7_300C10p_att00_Rq0_00579,646068.0,217329.0,96.65524291992188,2022-03-06 22:58:54,2022-03-06 22:58:57
B0147_S3_7_300C10p_att00_Rq0_00580,654099.0,218823.0,96.65267944335938,2022-03-06 22:59:00,2022-03-06 22:59:02
B0147_S3_7_300C10p_att00_Rq0_00581,650699.0,217705.0,96.64934539794922,2022-03-06 22:59:06,2022-03-06 22:59:08
B0147_S3_7_300C10p_att00_Rq0_00582,649091.0,219096.0,96.64130401611328,2022-03-06 22:59:22,2022-03-06 22:59:24
B0147_S3_7_300C10p_att00_Rq0_00583,648824.0,220042.0,96.63846588134766,2022-03-06 22:59:27,2022-03-06 22:59:30
B0147_S3_7_300C10p_att00_Rq0_00584,648814.0,219867.0,96.63602447509766,2022-03-06 22:59:33,2022-03-06 22:59:36
B0147_S3_7_300C10p_att00_Rq0_00585,646841.0,217940.0,96.63279724121094,2022-03-06 22:59:39,2022-03-06 22:59:41
B0147_S3_7_300C10p_att00_Rq0_00586,646706.0,218912.0,96.63060760498047,2022-03-06 22:59:45,2022-03-06 22:59:47
B0147_S3_7_300C10p_att00_Rq0_00587,643818.0,216636.0,96.62738800048828,2022-03-06 22:59:51,2022-03-06 22:59:53
B0147_S3_7_300C10p_att00_Rq0_00588,651606.0,219085.0,96.624267578125,2022-03-06 22:59:56,2022-03-06 22:59:59
B0147_S3_7_300C10p_att00_Rq0_00589,653482.0,219582.0,96.62244415283203,2022-03-06 23:00:02,2022-03-06 23:00:04
B0147_S3_7_300C10p_att00_Rq0_00590,654966.0,219953.0,96.61990356445312,2022-03-06 23:00:08,2022-03-06 23:00:10
B0147_S3_7_300C10p_att00_Rq0_00591,653131.0,219198.0,96.61527252197266,2022-03-06 23:00:14,2022-03-06 23:00:16
B0147_S3_7_300C10p_att00_Rq0_00592,653812.0,219314.0,96.61251068115234,2022-03-06 23:00:21,2022-03-06 23:00:23
B0147_S3_7_300C10p_att00_Rq0_00593,648992.0,217605.0,96.60977172851562,2022-03-06 23:00:27,2022-03-06 23:00:29
B0147_S3_7_300C10p_att00_Rq0_00594,653356.0,218928.0,96.60601043701172,2022-03-06 23:00:33,2022-03-06 23:00:35
B0147_S3_7_300C10p_att00_Rq0_00595,652177.0,218468.0,96.60387420654297,2022-03-06 23:00:38,2022-03-06 23:00:41
B0147_S3_7_300C10p_att00_Rq0_00596,653239.0,218769.0,96.60003662109375,2022-03-06 23:00:44,2022-03-06 23:00:47
B0147_S3_7_300C10p_att00_Rq0_00597,652773.0,218549.0,96.59782409667969,2022-03-06 23:00:50,2022-03-06 23:00:52
B0147_S3_7_300C10p_att00_Rq0_00598,645274.0,217147.0,96.59452056884766,2022-03-06 23:00:56,2022-03-06 23:00:58
B0147_S3_7_300C10p_att00_Rq0_00599,649774.0,217474.0,96.5921630859375,2022-03-06 23:01:01,2022-03-06 23:01:04
B0147_S3_7_300C10p_att00_Rq0_00600,646427.0,216316.0,96.58938598632812,2022-03-06 23:01:07,2022-03-06 23:01:09
B0147_S3_7_300C10p_att00_Rq0_00601,652172.0,218243.0,96.5856704711914,2022-03-06 23:01:16,2022-03-06 23:01:19
B0147_S3_7_300C10p_att00_Rq0_00602,644036.0,217448.0,96.58216857910156,2022-03-06 23:01:24,2022-03-06 23:01:27
B0147_S3_7_300C10p_att00_Rq0_00603,653158.0,220399.0,96.5785903930664,2022-03-06 23:01:30,2022-03-06 23:01:32
B0147_S3_7_300C10p_att00_Rq0_00604,651713.0,219750.0,96.5754623413086,2022-03-06 23:01:36,2022-03-06 23:01:38
B0147_S3_7_300C10p_att00_Rq0_00605,651393.0,219505.0,96.57437896728516,2022-03-06 23:01:42,2022-03-06 23:01:44
B0147_S3_7_300C10p_att00_Rq0_00606,647093.0,219061.0,96.57177734375,2022-03-06 23:01:47,2022-03-06 23:01:50
B0147_S3_7_300C10p_att00_Rq0_00607,653647.0,219975.0,96.56977081298828,2022-03-06 23:01:53,2022-03-06 23:01:55
B0147_S3_7_300C10p_att00_Rq0_00608,651843.0,219239.0,96.5649185180664,2022-03-06 23:02:00,2022-03-06 23:02:02
B0147_S3_7_300C10p_att00_Rq0_00609,646420.0,217305.0,96.56285858154297,2022-03-06 23:02:05,2022-03-06 23:02:08
B0147_S3_7_300C10p_att00_Rq0_00610,645809.0,216951.0,96.55952453613281,2022-03-06 23:02:11,2022-03-06 23:02:13
B0147_S3_7_300C10p_att00_Rq0_00611,647521.0,218634.0,96.55662536621094,2022-03-06 23:02:17,2022-03-06 23:02:19
B0147_S3_7_300C10p_att00_Rq0_00612,651937.0,218751.0,96.5533447265625,2022-03-06 23:02:23,2022-03-06 23:02:25
B0147_S3_7_300C10p_att00_Rq0_00613,651580.0,218534.0,96.5513687133789,2022-03-06 23:02:28,2022-03-06 23:02:31
B0147_S3_7_300C10p_att00_Rq0_00614,642796.0,215484.0,96.54988098144531,2022-03-06 23:02:34,2022-03-06 23:02:36
B0147_S3_7_300C10p_att00_Rq0_00615,650128.0,219026.0,96.54603576660156,2022-03-06 23:02:40,2022-03-06 23:02:42
B0147_S3_7_300C10p_att00_Rq0_00616,649132.0,217448.0,96.54224395751953,2022-03-06 23:02:45,2022-03-06 23:02:48
B0147_S3_7_300C10p_att00_Rq0_00617,645678.0,217433.0,96.5399398803711,2022-03-06 23:02:51,2022-03-06 23:02:54
B0147_S3_7_300C10p_att00_Rq0_00618,652775.0,218538.0,96.53626251220703,2022-03-06 23:02:57,2022-03-06 23:02:59
B0147_S3_7_300C10p_att00_Rq0_00619,651545.0,218114.0,96.5321273803711,2022-03-06 23:03:07,2022-03-06 23:03:09
B0147_S3_7_300C10p_att00_Rq0_00620,644576.0,215755.0,96.52854919433594,2022-03-06 23:03:16,2022-03-06 23:03:18
B0147_S3_7_300C10p_att00_Rq0_00621,655291.0,220496.0,96.52582550048828,2022-03-06 23:03:21,2022-03-06 23:03:24
B0147_S3_7_300C10p_att00_Rq0_00622,645281.0,217923.0,96.52112579345703,2022-03-06 23:03:29,2022-03-06 23:03:31
B0147_S3_7_300C10p_att00_Rq0_00623,651554.0,219905.0,96.5177001953125,2022-03-06 23:03:39,2022-03-06 23:03:41
B0147_S3_7_300C10p_att00_Rq0_00624,649695.0,219130.0,96.51416778564453,2022-03-06 23:03:45,2022-03-06 23:03:47
B0147_S3_7_300C10p_att00_Rq0_00625,654218.0,220508.0,96.51054382324219,2022-03-06 23:03:50,2022-03-06 23:03:53
B0147_S3_7_300C10p_att00_Rq0_00626,652695.0,219848.0,96.50860595703125,2022-03-06 23:03:56,2022-03-06 23:03:59
B0147_S3_7_300C10p_att00_Rq0_00627,646734.0,219732.0,96.50599670410156,2022-03-06 23:04:02,2022-03-06 23:04:05
B0147_S3_7_300C10p_att00_Rq0_00628,644001.0,217798.0,96.50431060791016,2022-03-06 23:04:08,2022-03-06 23:04:10
B0147_S3_7_300C10p_att00_Rq0_00629,651305.0,218979.0,96.49991607666016,2022-03-06 23:04:16,2022-03-06 23:04:18
B0147_S3_7_300C10p_att00_Rq0_00630,652217.0,219156.0,96.49640655517578,2022-03-06 23:04:22,2022-03-06 23:04:24
B0147_S3_7_300C10p_att00_Rq0_00631,648098.0,217647.0,96.49447631835938,2022-03-06 23:04:28,2022-03-06 23:04:30
B0147_S3_7_300C10p_att00_Rq0_00632,645633.0,217885.0,96.48989868164062,2022-03-06 23:04:33,2022-03-06 23:04:36
B0147_S3_7_300C10p_att00_Rq0_00633,647312.0,217185.0,96.48820495605469,2022-03-06 23:04:40,2022-03-06 23:04:43
B0147_S3_7_300C10p_att00_Rq0_00634,642585.0,215495.0,96.48504638671875,2022-03-06 23:04:46,2022-03-06 23:04:48
B0147_S3_7_300C10p_att00_Rq0_00635,644663.0,217270.0,96.48228454589844,2022-03-06 23:04:52,2022-03-06 23:04:54
B0147_S3_7_300C10p_att00_Rq0_00636,644840.0,216076.0,96.47970581054688,2022-03-06 23:04:57,2022-03-06 23:05:00
B0147_S3_7_300C10p_att00_Rq0_00637,653412.0,218885.0,96.47705078125,2022-03-06 23:05:03,2022-03-06 23:05:05
B0147_S3_7_300C10p_att00_Rq0_00638,650430.0,217837.0,96.47337341308594,2022-03-06 23:05:09,2022-03-06 23:05:11
B0147_S3_7_300C10p_att00_Rq0_00639,643848.0,216738.0,96.4683837890625,2022-03-06 23:05:20,2022-03-06 23:05:22
B0147_S3_7_300C10p_att00_Rq0_00640,664413.0,222441.0,96.46680450439453,2022-03-06 23:05:25,2022-03-06 23:05:28
B0147_S3_7_300C10p_att00_Rq0_00641,644479.0,216953.0,96.46332550048828,2022-03-06 23:05:32,2022-03-06 23:05:34
B0147_S3_7_300C10p_att00_Rq0_00642,645408.0,218000.0,96.46003723144531,2022-03-06 23:05:40,2022-03-06 23:05:42
B0147_S3_7_300C10p_att00_Rq0_00643,644809.0,219723.0,96.45539855957031,2022-03-06 23:05:45,2022-03-06 23:05:48
B0147_S3_7_300C10p_att00_Rq0_00644,643952.0,217278.0,96.45294189453125,2022-03-06 23:05:51,2022-03-06 23:05:53
B0147_S3_7_300C10p_att00_Rq0_00645,646141.0,219037.0,96.45023345947266,2022-03-06 23:05:57,2022-03-06 23:05:59
B0147_S3_7_300C10p_att00_Rq0_00646,645689.0,218702.0,96.44661712646484,2022-03-06 23:06:03,2022-03-06 23:06:05
B0147_S3_7_300C10p_att00_Rq0_00647,650692.0,219074.0,96.44403076171875,2022-03-06 23:06:08,2022-03-06 23:06:11
B0147_S3_7_300C10p_att00_Rq0_00648,644177.0,217955.0,96.4374771118164,2022-03-06 23:06:22,2022-03-06 23:06:24
B0147_S3_7_300C10p_att00_Rq0_00649,653038.0,219632.0,96.435302734375,2022-03-06 23:06:28,2022-03-06 23:06:30
B0147_S3_7_300C10p_att00_Rq0_00650,645519.0,218109.0,96.4325942993164,2022-03-06 23:06:34,2022-03-06 23:06:36
B0147_S3_7_300C10p_att00_Rq0_00651,642777.0,215896.0,96.43008422851562,2022-03-06 23:06:39,2022-03-06 23:06:41
B0147_S3_7_300C10p_att00_Rq0_00652,654450.0,219688.0,96.42782592773438,2022-03-06 23:06:45,2022-03-06 23:06:47
B0147_S3_7_300C10p_att00_Rq0_00653,649681.0,217988.0,96.4233627319336,2022-03-06 23:06:51,2022-03-06 23:06:53
B0147_S3_7_300C10p_att00_Rq0_00654,647797.0,217283.0,96.42170715332031,2022-03-06 23:06:56,2022-03-06 23:06:59
B0147_S3_7_300C10p_att00_Rq0_00655,651995.0,218605.0,96.41875457763672,2022-03-06 23:07:02,2022-03-06 23:07:04
B0147_S3_7_300C10p_att00_Rq0_00656,652997.0,218844.0,96.4160385131836,2022-03-06 23:07:08,2022-03-06 23:07:10
B0147_S3_7_300C10p_att00_Rq0_00657,653855.0,219125.0,96.41117858886719,2022-03-06 23:07:17,2022-03-06 23:07:19
B0147_S3_7_300C10p_att00_Rq0_00658,642425.0,216387.0,96.40861511230469,2022-03-06 23:07:23,2022-03-06 23:07:25
B0147_S3_7_300C10p_att00_Rq0_00659,653682.0,218934.0,96.4072494506836,2022-03-06 23:07:28,2022-03-06 23:07:31
B0147_S3_7_300C10p_att00_Rq0_00660,649804.0,217636.0,96.4029541015625,2022-03-06 23:07:34,2022-03-06 23:07:37
B0147_S3_7_300C10p_att00_Rq0_00661,646120.0,217550.0,96.4006576538086,2022-03-06 23:07:40,2022-03-06 23:07:42
B0147_S3_7_300C10p_att00_Rq0_00662,645106.0,217960.0,96.39786529541016,2022-03-06 23:07:48,2022-03-06 23:07:50
B0147_S3_7_300C10p_att00_Rq0_00663,651096.0,219828.0,96.39308166503906,2022-03-06 23:07:54,2022-03-06 23:07:57
B0147_S3_7_300C10p_att00_Rq0_00664,646370.0,219271.0,96.39035034179688,2022-03-06 23:08:00,2022-03-06 23:08:03
B0147_S3_7_300C10p_att00_Rq0_00665,652507.0,220030.0,96.38773345947266,2022-03-06 23:08:06,2022-03-06 23:08:08
B0147_S3_7_300C10p_att00_Rq0_00666,643013.0,216661.0,96.38410186767578,2022-03-06 23:08:12,2022-03-06 23:08:14
B0147_S3_7_300C10p_att00_Rq0_00667,653625.0,220132.0,96.38302612304688,2022-03-06 23:08:17,2022-03-06 23:08:20
B0147_S3_7_300C10p_att00_Rq0_00668,645148.0,218307.0,96.37845611572266,2022-03-06 23:08:25,2022-03-06 23:08:27
B0147_S3_7_300C10p_att00_Rq0_00669,645237.0,217025.0,96.37564849853516,2022-03-06 23:08:31,2022-03-06 23:08:33
B0147_S3_7_300C10p_att00_Rq0_00670,652168.0,219244.0,96.37376403808594,2022-03-06 23:08:36,2022-03-06 23:08:39
B0147_S3_7_300C10p_att00_Rq0_00671,642736.0,217144.0,96.3702392578125,2022-03-06 23:08:42,2022-03-06 23:08:44
B0147_S3_7_300C10p_att00_Rq0_00672,646498.0,218239.0,96.36719512939453,2022-03-06 23:08:48,2022-03-06 23:08:50
B0147_S3_7_300C10p_att00_Rq0_00673,652060.0,218835.0,96.3651351928711,2022-03-06 23:08:53,2022-03-06 23:08:56
B0147_S3_7_300C10p_att00_Rq0_00674,652085.0,218749.0,96.3620376586914,2022-03-06 23:08:59,2022-03-06 23:09:01
B0147_S3_7_300C10p_att00_Rq0_00675,643457.0,217011.0,96.35993194580078,2022-03-06 23:09:05,2022-03-06 23:09:07
B0147_S3_7_300C10p_att00_Rq0_00676,645365.0,216327.0,96.35660552978516,2022-03-06 23:09:11,2022-03-06 23:09:13
B0147_S3_7_300C10p_att00_Rq0_00677,652323.0,218609.0,96.35342407226562,2022-03-06 23:09:19,2022-03-06 23:09:21
B0147_S3_7_300C10p_att00_Rq0_00678,645975.0,217576.0,96.34929656982422,2022-03-06 23:09:24,2022-03-06 23:09:27
B0147_S3_7_300C10p_att00_Rq0_00679,652483.0,218634.0,96.347900390625,2022-03-06 23:09:30,2022-03-06 23:09:33
B0147_S3_7_300C10p_att00_Rq0_00680,645840.0,217526.0,96.34495544433594,2022-03-06 23:09:36,2022-03-06 23:09:38
B0147_S3_7_300C10p_att00_Rq0_00681,645842.0,217520.0,96.34303283691406,2022-03-06 23:09:42,2022-03-06 23:09:44
B0147_S3_7_300C10p_att00_Rq0_00682,644199.0,217681.0,96.33795928955078,2022-03-06 23:09:50,2022-03-06 23:09:52
B0147_S3_7_300C10p_att00_Rq0_00683,652148.0,220267.0,96.33586120605469,2022-03-06 23:09:55,2022-03-06 23:09:58
B0147_S3_7_300C10p_att00_Rq0_00684,643250.0,219156.0,96.33168029785156,2022-03-06 23:10:05,2022-03-06 23:10:07
B0147_S3_7_300C10p_att00_Rq0_00685,650590.0,219473.0,96.32798767089844,2022-03-06 23:10:10,2022-03-06 23:10:13
B0147_S3_7_300C10p_att00_Rq0_00686,645817.0,218916.0,96.32481384277344,2022-03-06 23:10:20,2022-03-06 23:10:22
B0147_S3_7_300C10p_att00_Rq0_00687,651873.0,219615.0,96.32266998291016,2022-03-06 23:10:25,2022-03-06 23:10:28
B0147_S3_7_300C10p_att00_Rq0_00688,653641.0,220074.0,96.31934356689453,2022-03-06 23:10:31,2022-03-06 23:10:34
B0147_S3_7_300C10p_att00_Rq0_00689,644945.0,218170.0,96.31641387939453,2022-03-06 23:10:37,2022-03-06 23:10:39
B0147_S3_7_300C10p_att00_Rq0_00690,642702.0,216120.0,96.3137435913086,2022-03-06 23:10:43,2022-03-06 23:10:45
B0147_S3_7_300C10p_att00_Rq0_00691,651719.0,219032.0,96.3102035522461,2022-03-06 23:10:49,2022-03-06 23:10:51
B0147_S3_7_300C10p_att00_Rq0_00692,648499.0,217846.0,96.30668640136719,2022-03-06 23:10:54,2022-03-06 23:10:57
B0147_S3_7_300C10p_att00_Rq0_00693,649311.0,218003.0,96.30416870117188,2022-03-06 23:11:00,2022-03-06 23:11:03
B0147_S3_7_300C10p_att00_Rq0_00694,651919.0,218790.0,96.29969024658203,2022-03-06 23:11:11,2022-03-06 23:11:13
B0147_S3_7_300C10p_att00_Rq0_00695,645797.0,217811.0,96.29411315917969,2022-03-06 23:11:21,2022-03-06 23:11:23
B0147_S3_7_300C10p_att00_Rq0_00696,645993.0,217858.0,96.29182434082031,2022-03-06 23:11:26,2022-03-06 23:11:29
B0147_S3_7_300C10p_att00_Rq0_00697,641935.0,216400.0,96.28937530517578,2022-03-06 23:11:32,2022-03-06 23:11:35
B0147_S3_7_300C10p_att00_Rq0_00698,645001.0,217362.0,96.28379821777344,2022-03-06 23:11:42,2022-03-06 23:11:45
B0147_S3_7_300C10p_att00_Rq0_00699,645470.0,216323.0,96.28192901611328,2022-03-06 23:11:48,2022-03-06 23:11:51
B0147_S3_7_300C10p_att00_Rq0_00700,646925.0,216774.0,96.27809143066406,2022-03-06 23:11:54,2022-03-06 23:11:56
B0147_S3_7_300C10p_att00_Rq0_00701,647743.0,217031.0,96.27560424804688,2022-03-06 23:12:00,2022-03-06 23:12:02
B0147_S3_7_300C10p_att00_Rq0_00702,645600.0,218217.0,96.2724838256836,2022-03-06 23:12:08,2022-03-06 23:12:10
B0147_S3_7_300C10p_att00_Rq0_00703,642099.0,216932.0,96.27020263671875,2022-03-06 23:12:13,2022-03-06 23:12:16
B0147_S3_7_300C10p_att00_Rq0_00704,643084.0,218367.0,96.26768493652344,2022-03-06 23:12:19,2022-03-06 23:12:22
B0147_S3_7_300C10p_att00_Rq0_00705,651823.0,219910.0,96.2634048461914,2022-03-06 23:12:25,2022-03-06 23:12:27
B0147_S3_7_300C10p_att00_Rq0_00706,651714.0,219748.0,96.26119232177734,2022-03-06 23:12:31,2022-03-06 23:12:33
B0147_S3_7_300C10p_att00_Rq0_00707,649519.0,218887.0,96.25914001464844,2022-03-06 23:12:36,2022-03-06 23:12:39
B0147_S3_7_300C10p_att00_Rq0_00708,645284.0,218443.0,96.2547836303711,2022-03-06 23:12:44,2022-03-06 23:12:46
B0147_S3_7_300C10p_att00_Rq0_00709,650536.0,218942.0,96.25105285644531,2022-03-06 23:12:50,2022-03-06 23:12:52
B0147_S3_7_300C10p_att00_Rq0_00710,644196.0,218782.0,96.24958801269531,2022-03-06 23:12:55,2022-03-06 23:12:58
B0147_S3_7_300C10p_att00_Rq0_00711,644626.0,218665.0,96.2459945678711,2022-03-06 23:13:01,2022-03-06 23:13:03
B0147_S3_7_300C10p_att00_Rq0_00712,643593.0,216257.0,96.24356079101562,2022-03-06 23:13:07,2022-03-06 23:13:09
B0147_S3_7_300C10p_att00_Rq0_00713,647629.0,217490.0,96.24078369140625,2022-03-06 23:13:13,2022-03-06 23:13:16
B0147_S3_7_300C10p_att00_Rq0_00714,650464.0,218333.0,96.23853302001953,2022-03-06 23:13:19,2022-03-06 23:13:21
B0147_S3_7_300C10p_att00_Rq0_00715,640310.0,215998.0,96.23475646972656,2022-03-06 23:13:25,2022-03-06 23:13:27
B0147_S3_7_300C10p_att00_Rq0_00716,643091.0,215728.0,96.2318115234375,2022-03-06 23:13:30,2022-03-06 23:13:33
B0147_S3_7_300C10p_att00_Rq0_00717,650442.0,218136.0,96.22908782958984,2022-03-06 23:13:36,2022-03-06 23:13:39
