Q(A^-1),I(Q),I_err(Q)
1.104999999999999982e+00,1.179307964204971866e-02,2.677111062157782207e-03
1.110000000000000098e+00,1.198176155816973662e-02,2.682854568292785801e-03
1.114999999999999991e+00,1.147525418676502602e-02,2.711236475208003271e-03
1.120000000000000107e+00,1.163683569200580324e-02,2.724935209886940671e-03
1.125000000000000000e+00,1.138301904809212693e-02,2.743268114457609718e-03
1.129999999999999893e+00,1.112312103551119265e-02,2.741181545162877167e-03
1.135000000000000009e+00,1.131092353641260928e-02,2.744011320556205037e-03
1.139999999999999902e+00,1.125207060837465911e-02,2.769030182405801850e-03
1.145000000000000018e+00,1.145750047457307075e-02,2.801604004793485994e-03
1.149999999999999911e+00,1.147717847038916099e-02,2.811651234910152609e-03
1.155000000000000027e+00,1.106012000508195536e-02,2.828945112128099584e-03
1.159999999999999920e+00,1.170269830947809515e-02,2.830349682430650850e-03
1.165000000000000036e+00,1.126064228114497315e-02,2.875584305534302325e-03
1.169999999999999929e+00,1.125835048003596267e-02,2.889102284454278004e-03
1.175000000000000044e+00,1.149363829510694976e-02,2.921295257261128601e-03
1.179999999999999938e+00,1.020995534024151871e-02,2.915615990136454470e-03
1.185000000000000053e+00,1.140284775284348788e-02,2.947435163784532363e-03
1.189999999999999947e+00,1.099549404470387404e-02,2.943570562909006254e-03
1.195000000000000062e+00,1.078323795292855138e-02,3.001053065547584341e-03
1.199999999999999956e+00,1.064126775411941388e-02,3.010817312826158040e-03
1.205000000000000071e+00,1.025750253490113548e-02,3.022363024130359302e-03
1.209999999999999964e+00,1.104933830509057489e-02,3.037600605413403980e-03
1.215000000000000080e+00,1.090187083681407564e-02,3.091391352736168590e-03
1.219999999999999973e+00,1.124973055953760494e-02,3.099269787946224743e-03
1.225000000000000089e+00,1.082934111826528226e-02,3.140544486120957612e-03
1.229999999999999982e+00,1.093529462623865807e-02,3.106108894546067648e-03
1.235000000000000098e+00,1.141807870089515779e-02,3.142745966439365341e-03
1.239999999999999991e+00,1.018264615075898868e-02,3.171208625707631554e-03
1.245000000000000107e+00,1.142719030816084433e-02,3.221872962442187769e-03
1.250000000000000000e+00,1.104115740035574444e-02,3.198012713099294534e-03
1.254999999999999893e+00,1.136411306129229103e-02,3.256095410074747679e-03
1.260000000000000009e+00,1.084120037353395599e-02,3.260670934019494361e-03
1.264999999999999902e+00,1.115391095718856751e-02,3.306285446100969486e-03
1.270000000000000018e+00,1.112129767061875371e-02,3.354120926259253257e-03
1.274999999999999911e+00,1.115428813782923245e-02,3.350164220414096356e-03
1.280000000000000027e+00,1.073282075566076889e-02,3.370677679141639502e-03
1.284999999999999920e+00,1.078811848169120881e-02,3.410825463641531125e-03
1.290000000000000036e+00,1.075125658230074999e-02,3.440419379465538968e-03
1.294999999999999929e+00,1.058459332328745561e-02,3.457857358833808965e-03
1.300000000000000044e+00,1.057710176902583454e-02,3.469119220496113664e-03
1.304999999999999938e+00,1.122189819863972891e-02,3.498490537543896047e-03
1.310000000000000053e+00,1.082983593535058464e-02,3.544639635699801863e-03
1.314999999999999947e+00,1.083104348956037515e-02,3.576986918551926676e-03
1.320000000000000062e+00,1.096195497791491169e-02,3.607270804507237832e-03
1.324999999999999956e+00,1.081399375867595977e-02,3.614158693480676223e-03
1.330000000000000071e+00,1.204997130171992815e-02,3.653379233506830193e-03
1.334999999999999964e+00,1.189021685877623795e-02,3.700469676303057894e-03
1.340000000000000080e+00,1.158706649325615644e-02,3.751387155058420655e-03
1.344999999999999973e+00,1.235342766717027058e-02,3.759391846287096339e-03
1.350000000000000089e+00,1.134957958439385996e-02,3.783084441763226186e-03
1.354999999999999982e+00,1.272785052024300555e-02,3.924478499363906470e-03
1.360000000000000098e+00,1.141661892924833617e-02,4.239770784626633975e-03
1.364999999999999991e+00,1.068376259277589030e-02,4.506523297724672299e-03
1.370000000000000107e+00,1.163488182914451489e-02,4.656002923608358428e-03
1.375000000000000000e+00,1.140630217221999705e-02,4.878014140859546210e-03
1.379999999999999893e+00,1.205853483112664763e-02,5.147848493843304798e-03
1.385000000000000009e+00,1.101602099184629049e-02,5.306305096020756326e-03
1.389999999999999902e+00,1.129336011580080699e-02,5.544189963687757780e-03
1.395000000000000018e+00,1.079473958070259650e-02,5.808227143613472684e-03
1.399999999999999911e+00,1.186112096087919496e-02,6.009966020909191312e-03
1.405000000000000027e+00,1.224748792805961661e-02,6.242502959971247059e-03
1.409999999999999920e+00,1.211080817089249702e-02,5.938069030309914113e-03
